,V1,V2
gn:T00438,rma,"Candidatus Ruthia magnifica Cm, endosymbiont of Calyptogena magnifica (hydrothermal vent clam)"
gn:T00439,cph,Chlorobium phaeobacteroides DSM 266
gn:T00440,pde,Paracoccus denitrificans PD1222
gn:T00441,azo,Azoarcus sp. BH72
gn:T00442,mkm,Mycobacterium sp. KMS
gn:T00443,nca,Nocardioides sp. JS614
gn:T00444,pis,Pyrobaculum islandicum DSM 4184
gn:T00445,saz,Shewanella amazonensis SB2B
gn:T00446,tpe,Thermofilum pendens Hrk 5
gn:T00447,aau,Paenarthrobacter aurescens TC1 (Arthrobacter aurescens TC1)
gn:T00448,gfo,Gramella forsetii KT0803
gn:T00449,mva,Mycolicibacterium vanbaalenii PYR-1
gn:T00450,pin,Psychromonas ingrahamii 37
gn:T00451,aav,Acidovorax citrulli AAC00-1
gn:T00452,dvl,Desulfovibrio vulgaris DP4
gn:T00453,shw,Shewanella sp. W3-18-1
gn:T00454,maq,Marinobacter hydrocarbonoclasticus VT8 (Marinobacter aquaeolei VT8)
gn:T00455,ajs,Acidovorax sp. JS42
gn:T00456,bbk,Bartonella bacilliformis KC583
gn:T00457,bmv,Burkholderia mallei SAVP1
gn:T00458,nmc,Neisseria meningitidis FAM18 (serogroup C)
gn:T00459,pna,Polaromonas naphthalenivorans CJ2
gn:T00460,vei,Verminephrobacter eiseniae EF01-2
gn:T00461,cjj,Campylobacter jejuni subsp. jejuni 81-176
gn:T00462,hha,Halorhodospira halophila SL1
gn:T00463,mbb,Mycobacterium tuberculosis variant bovis BCG Pasteur 1173P2 (Mycobacterium bovis BCG Pasteur 1173P2)
gn:T00464,pmb,Prochlorococcus marinus AS9601
gn:T00465,pmc,Prochlorococcus marinus MIT 9515
gn:T00466,pmf,Prochlorococcus marinus MIT 9303
gn:T00467,pme,Prochlorococcus marinus NATL1A
gn:T00468,hbu,Hyperthermus butylicus DSM 5456
gn:T00469,yen,Yersinia enterocolitica subsp. enterocolitica 8081 (serotype 0:8)
gn:T00470,mpt,Methylibium petroleiphilum PM1
gn:T00471,bml,Burkholderia mallei NCTC 10229
gn:T00472,mla,Methanocorpusculum labreanum Z
gn:T00473,ssa,Streptococcus sanguinis SK36
gn:T00474,cth,Hungateiclostridium thermocellum ATCC 27405 (Clostridium thermocellum ATCC 27405)
gn:T00475,llm,Lactococcus lactis subsp. cremoris MG1363
gn:T00476,apl,Actinobacillus pleuropneumoniae L20 (serotype 5b)
gn:T00477,mem,Methanoculleus marisnigri JR1
gn:T00478,sbl,Shewanella baltica OS155
gn:T00479,bmn,Burkholderia mallei NCTC 10247
gn:T00480,bpl,Burkholderia pseudomallei 1106a
gn:T00481,bpd,Burkholderia pseudomallei 668
gn:T00482,mjl,Mycobacterium sp. JLS
gn:T00483,pcl,Pyrobaculum calidifontis JCM 11548
gn:T00484,rsh,Rhodobacter sphaeroides ATCC 17029
gn:T00485,smr,Staphylothermus marinus F1
gn:T00486,acb,Acinetobacter baumannii ATCC 17978
gn:T00487,cdf,Clostridioides difficile 630 (Clostridium difficile 630) (PCR-ribotype 012)
gn:T00488,pmg,Prochlorococcus marinus MIT 9301
gn:T00489,slo,Shewanella loihica PV-4
gn:T00490,har,Herminiimonas arsenicoxydans
gn:T00491,mmq,Methanococcus maripaludis C5
gn:T00492,sen,Saccharopolyspora erythraea NRRL 2338
gn:T00493,bvi,Burkholderia vietnamiensis G4
gn:T00494,drm,Desulfotomaculum reducens MI-1
gn:T00495,ftw,Francisella tularensis subsp. tularensis WY96-3418
gn:T00496,gtn,Geobacillus thermodenitrificans NG80-2
gn:T00497,spf,Streptococcus pyogenes Manfredo (serotype M5)
gn:T00498,mgi,Mycolicibacterium gilvum PYR-GCK (Mycobacterium flavescens PYR-GCK)
gn:T00499,pvi,Chlorobium phaeovibrioides DSM 265
gn:T00500,asa,Aeromonas salmonicida subsp. salmonicida A449
gn:T00501,cgt,Corynebacterium glutamicum R
gn:T00502,pnu,Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)
gn:T00503,pas,Pyrobaculum arsenaticum DSM 13514
gn:T00504,stp,Salinispora tropica CNB-440
gn:T00505,ypp,Yersinia pestis Pestoides F (biovar Antiqua)
gn:T00506,csc,Caldicellulosiruptor saccharolyticus DSM 8903
gn:T00507,ent,Enterobacter sp. 638
gn:T00508,fjo,Flavobacterium johnsoniae UW101
gn:T00509,mse,Metallosphaera sedula DSM 5348
gn:T00510,pmy,Pseudomonas mendocina ymp
gn:T00511,psa,Pseudomonas stutzeri A1501
gn:T00512,rsq,Rhodobacter sphaeroides ATCC 17025
gn:T00513,spc,Shewanella putrefaciens CN-32
gn:T00514,ssu,Streptococcus suis 05ZYH33 (serotype 2)
gn:T00515,ssv,Streptococcus suis 98HAH33 (serotype 2)
gn:T00516,bra,Bradyrhizobium sp. ORS 278
gn:T00517,dno,Dichelobacter nodosus VCS1703A
gn:T00518,deb,Dehalococcoides mccartyi BAV1
gn:T00519,pth,Pelotomaculum thermopropionicum SI
gn:T00520,vco,Vibrio cholerae O1 O395
gn:T00521,gur,Geobacter uraniireducens Rf4
gn:T00522,saj,"Staphylococcus aureus subsp. aureus JH9, methicillin-resistant, vancomycin-intermediate resistance"
gn:T00523,syr,Synechococcus sp. RCC307
gn:T00524,syx,Synechococcus sp. WH 7803
gn:T00525,tpt,Thermotoga petrophila RKU-1
gn:T00526,rci,Methanocella arvoryzae MRE50
gn:T00527,acr,Acidiphilium cryptum JF-5
gn:T00528,bbt,Bradyrhizobium sp. BTAi1
gn:T00529,cmi,Clavibacter michiganensis subsp. michiganensis NCPPB 382
gn:T00530,vok,"Candidatus Vesicomyosocius okutanii HA, endosymbiont of Calyptogena okutanii (deep-sea clam)"
gn:T00531,ots,Orientia tsutsugamushi Boryong
gn:T00532,lpc,Legionella pneumophila Corby
gn:T00533,cbo,Clostridium botulinum A ATCC 3502
gn:T00534,bov,Brucella ovis ATCC 25840
gn:T00535,lre,Lactobacillus reuteri DSM 20016
gn:T00536,maa,Mycoplasma agalactiae PG2
gn:T00537,ppf,Pseudomonas putida F1
gn:T00538,swi,Sphingomonas wittichii RW1
gn:T00539,msi,Methanobrevibacter smithii ATCC 35061
gn:T00540,mra,Mycobacterium tuberculosis H37Ra
gn:T00541,prw,Psychrobacter sp. PRwf-1
gn:T00542,rrs,Roseiflexus sp. RS-1
gn:T00543,hip,Haemophilus influenzae PittEE (nontypeable)
gn:T00544,hiq,Haemophilus influenzae PittGG (nontypeable)
gn:T00545,mtf,Mycobacterium tuberculosis F11
gn:T00546,bvu,Bacteroides vulgatus ATCC 8482
gn:T00547,cbe,Clostridium beijerinckii NCIMB 8052
gn:T00548,fps,Flavobacterium psychrophilum JIP02/86
gn:T00549,pdi,Parabacteroides distasonis ATCC 8503
gn:T00550,tme,Thermosipho melanesiensis BI429
gn:T00551,amt,Alkaliphilus metalliredigens QYMF
gn:T00552,mae,Methanococcus aeolicus Nankai-3
gn:T00553,mmz,Methanococcus maripaludis C7
gn:T00554,mvn,Methanococcus vannielii SB
gn:T00555,smd,Sinorhizobium medicae WSM419
gn:T00556,sah,"Staphylococcus aureus subsp. aureus JH1, methicillin-resistant, vancomycin-susceptible"
gn:T00557,sae,Staphylococcus aureus subsp. aureus Newman
gn:T00558,asu,Actinobacillus succinogenes 130Z
gn:T00559,afw,Anaeromyxobacter sp. Fw109-5
gn:T00560,bcy,Bacillus cytotoxicus NVH 391-98
gn:T00561,mms,Janthinobacterium sp. Marseille (Minibacterium massiliensis)
gn:T00562,kra,Kineococcus radiotolerans SRS30216 = ATCC BAA-149
gn:T00563,cbf,Clostridium botulinum F Langeland
gn:T00564,ckl,Clostridium kluyveri DSM 555
gn:T00565,nis,Nitratiruptor sp. SB155-2
gn:T00566,kpn,Klebsiella pneumoniae subsp. pneumoniae MGH 78578 (serotype K52)
gn:T00567,mmw,Marinomonas sp. MWYL1
gn:T00568,oan,Ochrobactrum anthropi ATCC 49188
gn:T00569,pap,Pseudomonas aeruginosa PA7
gn:T00570,ypi,Yersinia pseudotuberculosis IP 31758 (serotype O:1b)
gn:T00571,sbm,Shewanella baltica OS185
gn:T00572,sun,Sulfurovum sp. NBC37-1
gn:T00573,cjd,Campylobacter jejuni subsp. doylei 269.97
gn:T00574,cba,Clostridium botulinum A ATCC 19397
gn:T00575,cbh,Clostridium botulinum A Hall
gn:T00576,ccv,Campylobacter curvus 525.92
gn:T00577,cha,Campylobacter hominis ATCC BAA-381
gn:T00578,mbn,Methanoregula boonei 6A8
gn:T00579,fno,Fervidobacterium nodosum Rt17-B1
gn:T00580,pla,Parvibaculum lavamentivorans DS-1
gn:T00581,xau,Xanthobacter autotrophicus Py2
gn:T00582,bay,Bacillus velezensis FZB42
gn:T00583,cbd,Coxiella burnetii Dugway 5J108-111
gn:T00584,fta,Francisella tularensis subsp. holarctica FTNF002-00
gn:T00585,rca,Roseiflexus castenholzii DSM 13941
gn:T00586,esa,Cronobacter sakazakii ATCC BAA-894
gn:T00587,iho,Ignicoccus hospitalis KIN4/I
gn:T00588,saw,"Staphylococcus aureus subsp. aureus Mu3, methicillin-resistant, heterogeneous vancomycin-intermediate resistance"
gn:T00589,vha,Vibrio campbellii ATCC BAA-1116 (Vibrio harveyi ATCC BAA-1116)
gn:T00590,ecw,Escherichia coli O139:H28 E24377A (ETEC)
gn:T00591,ecx,Escherichia coli O9 HS (commensal strain)
gn:T00592,cko,Citrobacter koseri ATCC BAA-895
gn:T00593,cco,Campylobacter concisus 13826
gn:T00594,sgo,Streptococcus gordonii Challis CH1
gn:T00595,spe,Serratia proteamaculans 568
gn:T00596,sse,Shewanella sediminis HAW-EB3
gn:T00597,cju,Campylobacter jejuni subsp. jejuni 81116
gn:T00598,pmh,Prochlorococcus marinus MIT 9215
gn:T00599,bpu,Bacillus pumilus SAFR-032
gn:T00600,abu,Arcobacter butzleri RM4018
gn:T00601,rak,Rickettsia akari Hartford
gn:T00602,rbo,Rickettsia bellii OSU 85-389
gn:T00603,rcm,Rickettsia canadensis McKiel
gn:T00604,rri,Rickettsia rickettsii Sheila Smith
gn:T00605,rms,Rickettsia massiliae MTU5
gn:T00606,spl,Shewanella pealeana ATCC 700345
gn:T00607,aoe,Alkaliphilus oremlandii OhILAs
gn:T00608,fre,Frankia sp. EAN1pec
gn:T00609,azc,Azorhizobium caulinodans ORS 571
gn:T00610,dol,Desulfococcus oleovorans Hxd3
gn:T00611,cma,Caldivirga maquilingensis IC-167
gn:T00612,dsh,Dinoroseobacter shibae DFL 12 = DSM 16493
gn:T00613,saq,Salinispora arenicola CNS-205
gn:T00614,hau,Herpetosiphon aurantiacus DSM 785
gn:T00615,mmx,Methanococcus maripaludis C6
gn:T00616,pmj,Prochlorococcus marinus MIT 9211
gn:T00617,amr,Acaryochloris marina MBIC11017
gn:T00618,tle,Pseudothermotoga lettingae TMO
gn:T00619,cpy,Lachnoclostridium phytofermentans ISDg (Clostridium phytofermentans ISDg)
gn:T00620,dac,Delftia acidovorans SPH-1
gn:T00621,pmo,Petrotoga mobilis SJ95
gn:T00622,sbn,Shewanella baltica OS195
gn:T00623,bcs,Brucella canis ATCC 23365
gn:T00624,bmu,Burkholderia multivorans ATCC 17616 (JGI)
gn:T00625,lhe,Lactobacillus helveticus DPC 4571
gn:T00626,nmr,Nitrosopumilus maritimus SCM1
gn:T00627,ses,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- RSK2980"
gn:T00628,spq,Salmonella enterica subsp. enterica serovar Paratyphi B SPB7
gn:T00629,sax,"Staphylococcus aureus subsp. aureus USA300_TCH1516, community-acquired methicillin-resistant"
gn:T00630,smg,Candidatus Sulcia muelleri GWSS
gn:T00631,gdi,Gluconacetobacter diazotrophicus PA1 5 (Brazil)
gn:T00632,cbs,Coxiella burnetii RSA 331
gn:T00633,nmn,Neisseria meningitidis 053442 (serogroup C)
gn:T00634,scl,Sorangium cellulosum So ce56
gn:T00635,ypg,Yersinia pestis Angola (virulent Pestoides isolate)
gn:T00636,btr,Bartonella tribocorum CIP 105476
gn:T00637,bpt,Bordetella petrii DSM 12804
gn:T00638,bmt,Brucella suis ATCC 23445
gn:T00639,cau,Chloroflexus aurantiacus J-10-fl
gn:T00640,mex,Methylorubrum extorquens PA1
gn:T00641,rsa,Renibacterium salmoninarum ATCC 33209
gn:T00642,bwe,Bacillus mycoides KBAB4 (Bacillus weihenstephanensis KBAB4)
gn:T00643,rrj,Rickettsia rickettsii Iowa
gn:T00644,apj,Actinobacillus pleuropneumoniae JL03 (serotype 3)
gn:T00645,ctb,Chlamydia trachomatis 434/Bu
gn:T00646,ctl,Chlamydia trachomatis L2b/UCH-1/proctitis
gn:T00647,mar,Microcystis aeruginosa NIES-843
gn:T00648,tex,Thermoanaerobacter sp. X514
gn:T00649,tpd,Thermoanaerobacter pseudethanolicus ATCC 33223
gn:T00650,ppg,Pseudomonas putida GB-1
gn:T00651,cak,Caulobacter sp. K31
gn:T00652,fph,Francisella philomiragia subsp. philomiragia ATCC 25017
gn:T00653,hmo,Heliobacterium modesticaldum Ice1
gn:T00654,shl,Shewanella halifaxensis HAW-EB4
gn:T00655,dau,Candidatus Desulforudis audaxviator MP104C
gn:T00656,lsp,Lysinibacillus sphaericus C3-41
gn:T00657,mab,Mycobacteroides abscessus ATCC 19977 (Mycobacterium abscessus ATCC 19977)
gn:T00658,spv,Streptococcus pneumoniae Hungary19A-6 (serotype 19A)
gn:T00659,acl,Acholeplasma laidlawii PG-8A
gn:T00660,abm,Acinetobacter baumannii SDF
gn:T00661,fma,Finegoldia magna ATCC 29328
gn:T00662,hsl,Halobacterium salinarum R1
gn:T00663,lci,Leuconostoc citreum KM20
gn:T00664,syp,Synechococcus sp. PCC 7002
gn:T00665,ypy,Yersinia pseudotuberculosis YPIII (serotype O:3)
gn:T00666,ecd,Escherichia coli K-12 DH10B
gn:T00667,aby,Acinetobacter baumannii AYE
gn:T00668,kcr,Candidatus Korarchaeum cryptofilum OPF8
gn:T00669,bcm,Burkholderia cenocepacia MC0-3
gn:T00670,cbl,Clostridium botulinum A3 Loch Maree
gn:T00671,cbb,Clostridium botulinum B1 Okra
gn:T00672,ecm,Escherichia coli SMS-3-5 (environmental isolate)
gn:T00673,hsm,Histophilus somni 2336
gn:T00674,mrd,Methylobacterium radiotolerans JCM 2831
gn:T00675,ppw,Pseudomonas putida W619
gn:T00676,swd,Shewanella woodyi ATCC 51908
gn:T00677,xfm,Xylella fastidiosa M12
gn:T00678,cms,Clavibacter michiganensis subsp. sepedonicus ATCC 33113
gn:T00679,met,Methylobacterium sp. 4-46
gn:T00680,upa,Ureaplasma parvum serovar 3 ATCC 27815
gn:T00681,lch,Leptothrix cholodnii SP-6
gn:T00682,tne,Pyrobaculum neutrophilum V24Sta
gn:T00683,pne,Polynucleobacter necessarius STIR1
gn:T00684,bac,Burkholderia ambifaria MC40-6
gn:T00685,cur,Corynebacterium urealyticum DSM 7109
gn:T00686,cyt,Crocosphaera subtropica ATCC 51142 (Cyanothece sp. ATCC 51142)
gn:T00687,esi,Exiguobacterium sibiricum 255-15
gn:T00688,bid,Beijerinckia indica subsp. indica ATCC 9039
gn:T00689,ote,Opitutus terrae PB90-1
gn:T00690,spw,Streptococcus pneumoniae CGSP14 (serotype 14)
gn:T00691,sgr,Streptomyces griseus subsp. griseus NBRC 13350
gn:T00692,xfn,Xylella fastidiosa M23
gn:T00693,lbi,Leptospira biflexa serovar Patoc Patoc 1 (Paris)
gn:T00694,mmi,Mycobacterium marinum M
gn:T00695,bav,Bordetella avium 197N
gn:T00696,cbk,Clostridium botulinum B Eklund 17B (NRP)
gn:T00697,ecl,Escherichia coli ATCC 8739
gn:T00698,ftm,Francisella tularensis subsp. mediasiatica FSC147
gn:T00699,lfe,Lactobacillus fermentum IFO 3956
gn:T00700,sbc,Shigella boydii CDC 3083-94 (serotype 18)
gn:T00701,krh,Kocuria rhizophila DC2201
gn:T00702,cti,Cupriavidus taiwanensis LMG 19424
gn:T00703,bmc,Brucella abortus S19
gn:T00704,bph,Paraburkholderia phymatum STM815
gn:T00705,ott,Orientia tsutsugamushi Ikeda
gn:T00706,trq,Thermotoga sp. RQ2
gn:T00707,blj,Bifidobacterium longum DJO10A
gn:T00708,glo,Geobacter lovleyi SZ
gn:T00709,cpb,Chlorobium phaeobacteroides BS1
gn:T00710,abc,Acinetobacter baumannii ACICU
gn:T00711,eta,Erwinia tasmaniensis Et1/99
gn:T00712,lbf,Leptospira biflexa serovar Patoc Patoc 1 (Ames)
gn:T00713,npu,Nostoc punctiforme PCC 73102
gn:T00714,pgn,Porphyromonas gingivalis ATCC 33277
gn:T00715,sul,Sulfurihydrogenibium sp. YO3AOP1
gn:T00716,tpp,Treponema pallidum subsp. pallidum SS14
gn:T00717,apa,Actinobacillus pleuropneumoniae AP76 (serotype 7)
gn:T00718,sml,Stenotrophomonas maltophilia K279a
gn:T00719,wpi,"Wolbachia wPip, endosymbiont of Culex quinquefasciatus (mosquito)"
gn:T00720,rec,Rhizobium etli CIAT 652
gn:T00721,cja,Cellvibrio japonicus Ueda107
gn:T00722,rpt,Rhodopseudomonas palustris TIE-1
gn:T00723,lcb,Lactobacillus casei BL23
gn:T00724,mat,Mycoplasma arthritidis 158L3-1
gn:T00725,cpc,Chlorobaculum parvum NCIB 8327
gn:T00726,cts,Chloroherpeton thalassium ATCC 35110
gn:T00727,min,Methylacidiphilum infernorum V4
gn:T00728,ngk,Neisseria gonorrhoeae NCCP11945
gn:T00729,pml,Candidatus Phytoplasma mali
gn:T00730,aas,Candidatus Amoebophilus asiaticus 5a2
gn:T00731,pph,Pelodictyon phaeoclathratiforme BU-1
gn:T00732,paa,Prosthecochloris aestuarii DSM 271
gn:T00733,smt,Stenotrophomonas maltophilia R551-3
gn:T00734,spx,Streptococcus pneumoniae G54 (serotype 19F)
gn:T00735,lrf,Lactobacillus reuteri JCM 1112
gn:T00736,amu,Akkermansia muciniphila ATCC BAA-835
gn:T00737,btu,Borrelia turicatae 91E135
gn:T00738,seh,Salmonella enterica subsp. enterica serovar Heidelberg SL476
gn:T00739,see,Salmonella enterica subsp. enterica serovar Newport SL254
gn:T00740,bmj,Burkholderia multivorans ATCC 17616 (Tohoku)
gn:T00741,emi,Elusimicrobium minutum Pei191
gn:T00742,hps,Helicobacter pylori Shi470
gn:T00743,sew,Salmonella enterica subsp. enterica serovar Schwarzengrund CVM19633
gn:T00744,ypb,Yersinia pseudotuberculosis PB1/+ (serotype 1B)
gn:T00745,hya,Hydrogenobaculum sp. Y04AAS1
gn:T00746,sez,Streptococcus equi subsp. zooepidemicus MGCS10565
gn:T00747,amc,Alteromonas mediterranea DE (Alteromonas macleodii Deep ecotype)
gn:T00748,ank,Anaeromyxobacter sp. K
gn:T00749,gbm,Geobacter bemidjiensis Bem
gn:T00750,pzu,Phenylobacterium zucineum HLK1
gn:T00751,sea,Salmonella enterica subsp. enterica serovar Agona SL483
gn:T00752,pal,Candidatus Phytoplasma australiense
gn:T00753,pmr,Proteus mirabilis HI4320
gn:T00754,vfm,Aliivibrio fischeri MJ11 (Vibrio fischeri MJ11)
gn:T00755,rsd,Candidatus Endomicrobium trichonymphae Rs-D17 (Uncultured Termite group 1 bacterium phylotype Rs-D17)
gn:T00756,sek,Salmonella enterica subsp. enterica serovar Paratyphi A AKU_12601
gn:T00757,sed,Salmonella enterica subsp. enterica serovar Dublin CT_02021853
gn:T00758,afe,Acidithiobacillus ferrooxidans ATCC 53993
gn:T00759,xca,Xanthomonas campestris pv. campestris B100
gn:T00760,mpo,Methylorubrum populi BJ001
gn:T00761,nth,Natranaerobius thermophilus JW/NM-WN-LF
gn:T00762,rpi,Ralstonia pickettii 12J
gn:T00763,xop,Xanthomonas oryzae pv. oryzae PXO99A
gn:T00764,bhr,Borrelia hermsii DAH
gn:T00765,bpy,Paraburkholderia phytofirmans PsJN (Burkholderia phytofirmans PsJN)
gn:T00766,cli,Chlorobium limicola DSM 245
gn:T00767,cbt,Clostridium botulinum E3 Alaska E43
gn:T00768,bdu,Borrelia duttonii Ly
gn:T00769,bre,Borrelia recurrentis A1
gn:T00770,seg,Salmonella enterica subsp. enterica serovar Gallinarum 287/91
gn:T00771,bcj,Burkholderia cenocepacia J2315
gn:T00772,kpe,Klebsiella variicola 342 (Klebsiella pneumoniae 342)
gn:T00773,cpo,Coprothermobacter proteolyticus DSM 5265
gn:T00774,dth,Dictyoglomus thermophilum H-6-12
gn:T00775,tye,Thermodesulfovibrio yellowstonii DSM 11347
gn:T00776,set,Salmonella enterica subsp. enterica serovar Enteritidis P125109
gn:T00777,hpg,Helicobacter pylori G27
gn:T00778,ecf,Escherichia coli O157:H7 EC4115 (EHEC)
gn:T00779,rlt,Rhizobium leguminosarum bv. trifolii WSM2304
gn:T00780,soz,Streptococcus pyogenes NZ131 (serotype M49)
gn:T00781,uue,Ureaplasma urealyticum serovar 10 ATCC 33699
gn:T00782,vsa,Aliivibrio salmonicida LFI1238
gn:T00783,oca,Oligotropha carboxidovorans OM5 (Mississippi)
gn:T00784,ecy,Escherichia coli O152:H28 SE11 (commensal strain)
gn:T00785,rce,Rhodospirillum centenum SW
gn:T00786,hpp,Helicobacter pylori P12
gn:T00787,cbg,Coxiella burnetii CbuG_Q212
gn:T00788,cbc,Coxiella burnetii CbuK_Q154
gn:T00789,ton,Thermococcus onnurineus NA1
gn:T00790,afl,Anoxybacillus flavithermus WK1
gn:T00791,swp,Shewanella piezotolerans WP3
gn:T00792,aps,"Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2, endosymbiont of Coptotermes formosanus (Formosan subterranean termite)"
gn:T00793,abn,Acinetobacter baumannii AB0057
gn:T00794,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI)
gn:T00795,abb,Acinetobacter baumannii AB307-0294
gn:T00796,ecg,Escherichia coli O127:H6 E2348/69 (EPEC)
gn:T00797,taf,Thermosipho africanus TCF52B
gn:T00798,gdj,Gluconacetobacter diazotrophicus PA1 5 (JGI)
gn:T00799,bcr,Bacillus cereus AH187
gn:T00800,dtu,Dictyoglomus turgidum DSM 6724
gn:T00801,lmh,Listeria monocytogenes HCC23 (serotype 4a)
gn:T00802,msl,Methylocella silvestris BL2
gn:T00803,sbp,Shewanella baltica OS223
gn:T00804,tmz,Thauera sp. MZ1T
gn:T00805,bcb,Bacillus cereus B4264
gn:T00806,cyp,Rippkaea orientalis PCC 8801
gn:T00807,bbz,Borreliella burgdorferi ZS7 (Borrelia burgdorferi ZS7)
gn:T00808,cyc,Gloeothece citriformis PCC 7424
gn:T00809,mch,Methylorubrum extorquens CM4
gn:T00810,afr,Acidithiobacillus ferrooxidans ATCC 23270
gn:T00811,efe,Escherichia fergusonii ATCC 35469
gn:T00812,vsp,Vibrio tasmaniensis LGP32
gn:T00813,dal,Desulfatibacillum aliphaticivorans AK-01 (Desulfatibacillum alkenivorans AK-01)
gn:T00814,bcu,Bacillus cereus AH820
gn:T00815,bcg,Bacillus cereus G9842
gn:T00816,dvm,Desulfovibrio vulgaris Miyazaki F
gn:T00817,dka,Desulfurococcus amylolyticus 1221n (Desulfurococcus kamchatkensis 1221n)
gn:T00818,pag,Pseudomonas aeruginosa LESB58
gn:T00819,bla,Bifidobacterium animalis subsp. lactis AD011
gn:T00820,bap,"Buchnera aphidicola 5A, endosymbiont of Acyrthosiphon pisum"
gn:T00821,bau,"Buchnera aphidicola Tuc7, endosymbiont of Acyrthosiphon pisum"
gn:T00822,dhd,Desulfitobacterium hafniense DCB-2
gn:T00823,mpl,Methanosphaerula palustris E1-9c
gn:T00824,cag,Chloroflexus aggregans DSM 9485
gn:T00825,hap,Glaesserella parasuis SH0165 (Haemophilus parasuis SH0165)
gn:T00826,eck,Escherichia coli 55989 (EAEC)
gn:T00827,ecq,Escherichia coli O81 D1a (commensal strain)
gn:T00828,ecr,Escherichia coli O8 IAI1 (commensal strain)
gn:T00829,ect,Escherichia coli O7:K1 IAI39 (ExPEC)
gn:T00830,ecz,Escherichia coli O45:K1:H7 S88 (ExPEC)
gn:T00831,eum,Escherichia coli O17:K52:H18 UMN026 (ExPEC)
gn:T00832,ckr,Clostridium kluyveri NBRC 12016
gn:T00833,acp,Anaeromyxobacter dehalogenans 2CP-1
gn:T00834,ach,Pseudarthrobacter chlorophenolicus A6 (Arthrobacter chlorophenolicus A6)
gn:T00835,cce,Ruminiclostridium cellulolyticum H10
gn:T00836,cyn,Cyanothece sp. PCC 7425
gn:T00837,dds,Desulfovibrio desulfuricans ATCC 27774
gn:T00838,hor,Halothermothrix orenii H 168
gn:T00839,mno,Methylobacterium nodulans ORS 2060
gn:T00840,tgr,Thioalkalivibrio sulfidiphilus HL-EbGr7
gn:T00841,ccs,Caulobacter vibrioides NA1000 (Caulobacter crescentus NA1000)
